uid,latitude,longitude,date,split
njko,35.81,-78.8816655852464,2017-07-06,train
nkbe,35.9061709605502,-79.1272447036331,2020-01-09,train
nkbz,39.0803190688889,-86.4308666666667,2017-08-07,train
nkfj,35.8851455993803,-78.9589683239289,2017-12-06,train
nkfr,35.74,-79.0788416138657,2017-09-18,train
nkko,35.6741708558687,-79.2226942427662,2020-10-22,train
nkmc,37.9495,-121.182,2019-01-08,train
nksk,41.0491,-121.762,2021-09-22,train
nkui,38.37611,-97.07583,2017-07-05,test
nkum,36.11,-78.9045332764323,2018-07-05,train
nkyv,42.027378,-78.967089,2017-07-24,train
nlai,40.40194,-76.05892,2021-08-22,test
nlce,35.6601981466021,-79.2486470366399,2020-08-13,train
nlif,35.7036066967236,-79.1680203570054,2019-06-06,train
nlzr,35.7035002379863,-79.1682180925778,2019-06-06,train
nmbr,36.03,-78.6845560296993,2020-07-22,test
nmeg,35.51,-79.0413707229013,2021-08-02,train
nmgi,37.3906,-120.958,2021-04-13,train
nmip,45.278333,-82.451667,2019-04-17,test
nmnd,38.4140402777778,-86.6678775,2020-08-25,train
nmoa,36.12,-78.9142271890002,2018-07-05,train
nmrh,41.56372,-75.70782,2021-06-24,train
nnhb,41.7098691666667,-85.0363,2019-06-17,train
nnjk,35.88,-79.1240736260458,2019-07-17,train
nnnk,35.98,-78.7929290009711,2018-07-26,train
nnnw,40.090275,-76.873132,2018-07-16,test
nnok,38.2560566666667,-86.7764030555555,2021-06-07,train
nnzl,35.98,-78.8197736819283,2020-03-18,train
nocx,41.1844,-123.7053,2018-09-26,train
nodo,35.51,-79.0416178923668,2021-08-30,test
nome,42.024803,-78.964352,2019-09-24,test
nonl,39.0223556408333,-86.4816555555556,2020-08-10,test
noxv,42.733333,-87.0,2017-03-27,train
nozb,42.733333,-87.0,2017-08-03,train
nozf,40.4189,-122.214,2017-10-25,train
npno,37.8717,-121.526,2020-05-19,train
npqt,35.79,-79.0345982795476,2020-11-19,train
nptn,38.84759761,-97.58813777,2019-09-09,train
npub,43.39358,-83.41718,2017-06-01,test
nqcm,37.2583,-120.475,2019-10-08,train
nqln,40.04056,-77.26778,2018-10-16,train
nqmv,35.79,-79.0247609348221,2018-01-10,test
nqmy,35.7131879830779,-79.1502241554919,2021-05-18,train
nqpr,35.679733324891,-79.2123625591097,2017-09-20,train
nqwu,35.9087176069548,-79.1476267762118,2021-05-24,train
nrgh,38.7688166936239,-75.1965666611989,2019-06-26,train
nrkd,37.2639,-120.906,2021-08-25,train
nrnd,35.8893382489489,-78.9925241751254,2020-01-09,train
nrrp,37.2639,-120.906,2021-03-18,train
nryl,41.424144,-73.206937,2017-07-19,train
nsdj,37.8817,-121.249,2017-03-21,train
nsge,37.4419,-121.003,2017-12-05,test
nsqt,39.1853,-121.704,2017-11-29,test
nssq,35.8871332258425,-78.9748762830147,2019-01-15,train
nstg,35.6401040599425,-79.2859696259251,2017-08-16,train
nsuh,39.077955,-96.88081,2019-09-09,test
nsuk,37.9674,-121.464,2019-01-08,train
nsvv,35.7171269563569,-79.1429079393142,2018-06-12,train
nsyw,37.2583,-120.475,2020-09-10,train
ntpv,44.1,-82.116667,2018-04-03,train
ntrk,37.7705,-121.292,2020-01-22,test
nttk,35.2,-79.1049427094188,2018-06-26,train
nucr,37.1145,-120.89,2021-07-14,train
nuda,35.6618482570298,-79.2455821352682,2019-10-17,test
nugg,35.906357300531,-79.1287360747974,2020-02-03,test
numt,41.512172,-73.476168,2018-07-17,train
numz,35.79,-79.0242171619981,2017-10-18,test
nuxh,35.74,-79.0780012376832,2017-05-16,train
nuzy,35.9064815271849,-79.1297303222403,2020-03-11,test
nvcb,35.9073821704255,-79.136938616201,2020-08-13,test
nvcv,37.3906,-120.958,2018-04-09,train
nvej,36.03,-78.72,2018-06-27,train
nvkv,41.702596,-85.022696,2021-06-21,test
nvmn,35.678562278781,-79.2145376504058,2018-06-13,train
nvoy,35.6597190822844,-79.2495368467156,2020-11-19,train
nvri,41.702596,-85.022696,2017-08-14,test
nvsh,40.7024915402778,-85.935575,2019-08-26,train
nvwo,41.33533,-75.8939,2019-10-30,test
nvzl,37.4583,-120.967,2019-02-06,train
nwcz,35.8895556455932,-78.9942641081505,2020-02-03,train
nwsp,35.93,-79.042260532977,2017-07-12,test
nxac,37.6003,-121.224,2019-05-14,test
nxja,35.7218909848497,-79.1340592724505,2018-08-27,train
nxki,35.61,-78.9505172206646,2018-05-01,test
nxld,43.466667,-82.0,2018-08-08,test
nxpc,37.5394,-121.122,2017-10-10,train
nxua,35.6739845530784,-79.2230402800178,2020-11-19,train
nxuy,35.7083441105321,-79.1592211240348,2021-09-13,train
nxys,36.06,-78.76,2019-06-13,train
nxyt,35.6612627339748,-79.2466696809162,2020-02-03,train
nxzb,47.24424,-122.7578,2017-06-26,test
nxzs,35.7086634867439,-79.1586279173177,2021-06-15,train
nxzt,35.79,-79.0369216725229,2021-06-17,test
nylo,37.4583,-120.967,2019-12-04,train
nyns,36.14,-79.0698940792159,2021-09-15,train
nysm,37.7705,-121.292,2019-12-02,test
nzgw,36.06,-78.76,2019-01-31,train
nzki,35.79,-79.0211028267332,2017-01-24,train
nzma,41.843527,-78.957332,2019-06-20,train
nzmp,40.2801,-75.146497,2018-09-12,test
nzog,37.9792,-121.57,2021-07-21,train
nzwd,38.4140402777778,-86.6678775,2021-08-02,train
oagt,40.7024915402778,-85.935575,2020-06-09,train
oakh,35.74,-79.02,2017-05-17,train
oast,33.46314,-80.38935,2017-09-19,train
oaxz,37.7705,-121.292,2018-02-20,test
obkb,37.4583,-120.967,2021-01-12,train
oboj,37.9792,-121.57,2021-03-16,train
obow,36.01,-78.9654309323075,2018-09-20,train
obre,37.3906,-120.958,2020-11-10,train
obwu,35.8873816791503,-78.9768647779004,2019-03-27,train
obxp,41.55443,-75.70577,2021-08-12,test
ocaf,42.038186,-78.908886,2017-09-12,test
ocfn,37.2486,-120.851,2017-03-14,train
ochf,38.4588,-121.502,2019-07-29,train
ocja,37.9792,-121.57,2017-03-21,train
ocks,35.6665856708383,-79.2367829022976,2017-04-18,train
ocmk,39.12696,-77.13091,2017-08-23,train
ocnw,40.03305,-75.85817,2018-04-18,test
ocza,35.6759274250336,-79.219431605822,2019-11-14,train
oczc,35.9035000874917,-79.1058683836116,2018-12-06,train
odpu,39.40763,-99.44667,2018-10-22,test
odrg,41.3305639294444,-85.3836083333333,2020-07-06,train
oduq,39.0803190688889,-86.4308666666667,2021-07-26,train
odwq,39.7469388888889,-87.0759805555555,2018-05-14,train
odxr,36.03,-78.72,2018-12-17,train
oebx,35.8728782173093,-78.8607863889464,2019-08-22,test
oert,35.8706731942029,-78.8431384968356,2018-06-13,train
oeru,43.89,-82.056667,2017-03-31,test
oevz,45.278333,-82.451667,2018-08-05,test
oewe,37.4125,-120.759,2019-11-12,train
oeyt,35.74,-79.0801268950862,2017-09-18,train
ofaq,38.7819903391667,-85.6982861111111,2021-07-13,train
offq,37.1145,-120.89,2021-03-09,train
offv,35.84,-79.0,2017-12-06,train
ofoe,35.64,-78.81,2020-07-14,train
ofte,37.8817,-121.249,2017-05-16,train
ofvy,37.78239812,-97.53105031,2021-10-04,test
ogcu,35.8767913569067,-78.8921051833965,2021-11-08,train
ogjr,35.8726297640016,-78.8587978940607,2019-07-02,train
oglk,38.7688166936239,-75.1965666611989,2017-10-11,train
ogmo,36.01,-78.9626967518396,2018-07-30,train
ogmw,37.2616,-120.906,2020-08-11,train
ogow,40.02669,-76.51622,2017-05-24,test
ogvc,35.76,-79.1073649701804,2020-08-20,train
ogza,35.81,-78.8806713378036,2017-07-06,train
ohfd,38.133,-121.522,2020-04-28,train
ohmd,41.55087787,-86.3616260258333,2021-08-17,test
ohtb,35.6444688681705,-79.2778624674579,2019-08-22,train
ohzp,35.6773646179867,-79.216762175595,2019-04-10,train
oigd,40.23033,-77.28106,2021-07-21,test
oird,35.79,-79.021547731771,2017-02-14,train
oizu,35.8850524293899,-78.9582226383467,2017-12-06,test
ojbi,35.6755282047688,-79.2201731142184,2020-02-03,train
ojde,37.8717,-121.526,2017-01-05,train
ojfg,36.06,-78.76,2020-12-09,train
ojlw,37.4583,-120.967,2019-09-10,train
ojpm,38.307,-121.794,2021-08-10,test
ojrr,37.6003,-121.224,2018-07-10,test
ojzl,38.691,-100.924,2017-10-02,train
okhi,38.7688166936239,-75.1965666611989,2019-12-11,train
okir,38.4140402777778,-86.6678775,2021-06-21,train
okjn,35.87,-78.77,2020-06-03,train
oknl,35.67,-79.0499722202995,2020-07-09,train
okto,35.6448148590666,-79.2772198268476,2019-07-02,train
okui,37.4583,-120.967,2017-08-15,train
okur,36.04,-79.0900136737047,2018-09-11,train
okwg,35.8,-79.0397888383223,2017-08-21,train
olbb,35.8737478038865,-78.8677461210464,2020-03-11,train
olda,35.8712011574819,-78.8473640484677,2018-10-18,train
olfj,41.56372,-75.70782,2021-06-14,train
olif,42.027378,-78.967089,2020-10-15,train
olyg,38.814,-86.0806397222222,2021-06-14,test
olzt,38.7688166936239,-75.1965666611989,2018-06-13,train
omjo,37.5394,-121.122,2021-03-19,train
ompl,38.7078250249227,-75.0808666706085,2018-08-08,train
omqf,35.688383097294,-79.1962965438545,2020-08-13,test
omsm,35.98,-78.799143047489,2018-11-30,train
omsw,36.06,-78.76,2021-09-21,train
omyt,35.8856114493324,-78.9626967518396,2018-04-11,train
onae,40.7024915402778,-85.935575,2017-08-01,train
onaz,35.8572877722469,-78.7360083348673,2019-08-29,test
onbo,41.1844,-123.7053,2018-06-20,train
onbw,37.9718,-121.374,2019-06-17,train
oncw,35.8881270390736,-78.9828302625575,2019-07-02,train
onde,37.2486,-120.851,2017-09-12,train
ondl,39.7469388888889,-87.0759805555555,2019-07-08,train
ones,39.8055,-76.05611,2018-08-01,test
onll,36.16,-79.0996038489648,2020-06-23,train
onrq,38.927118,-80.497177,2017-07-26,train
onwc,37.7705,-121.292,2017-04-18,test
oofk,40.4189,-122.214,2018-12-19,train
oopi,38.7688166936239,-75.1965666611989,2019-03-13,train
oosq,38.307,-121.794,2019-04-18,test
ootb,35.51,-79.0934246123282,2017-07-26,train
oots,39.077955,-96.88081,2019-08-19,test
oovq,41.992305,-78.929219,2019-06-24,train
oowc,36.17,-79.0560525891499,2020-08-25,train
opba,38.79643622,-97.59567525,2021-10-04,test
opbv,39.4159,-99.43133,2018-06-18,train
opeb,35.64,-78.8,2020-08-11,train
ophs,44.1,-82.116667,2019-08-06,train
opkw,35.43,-79.0861578300435,2021-09-09,train
opkx,41.55644,-75.71394,2021-06-14,test
opnu,35.6863337666017,-79.2001029536227,2021-12-02,train
optr,37.5582,-121.164,2020-05-12,test
oqac,35.6605707521825,-79.2479549621366,2020-06-10,test
oqbq,35.8921333486613,-79.0148947425898,2021-05-24,train
oqio,35.59,-78.9450488597288,2019-06-01,train
oqkf,35.9069784338004,-79.1337073120117,2020-06-10,train
oqoy,37.7705,-121.292,2021-05-19,test
oqpl,35.6468908044434,-79.2733639831864,2018-06-13,train
oqpu,40.090275,-76.873132,2018-08-20,test
oqqj,36.17,-79.0558054196844,2020-07-21,train
oqwd,35.6599053850746,-79.249190809464,2020-10-22,train
orez,39.0803190688889,-86.4308666666667,2021-07-12,train
orjn,35.7256170406542,-79.1271385274175,2017-07-06,train
orso,35.6754749754002,-79.2202719820046,2020-02-03,train
osll,35.8893693056124,-78.9927727369862,2020-01-09,train
ossh,40.064685,-76.900309,2018-09-20,train
oszz,35.6613425780278,-79.2465213792369,2020-01-09,test
othc,37.6106,-121.229,2019-02-14,test
otlk,35.51,-79.0965883814861,2018-04-11,train
otnr,41.56372,-75.70782,2021-07-26,train
otoh,39.0223556408333,-86.4816555555556,2018-05-14,test
otpy,37.5394,-121.122,2020-09-08,train
otsu,35.6485409148711,-79.2702990818146,2017-05-17,train
otug,41.707665,-73.382964,2018-07-17,train
otxy,36.13,-79.1108253426969,2020-05-27,train
otzh,35.79,-79.0334613000064,2020-07-15,train
oubt,37.9495,-121.182,2020-08-19,train
ouga,37.9674,-121.464,2018-02-20,train
ouoo,37.4583,-120.967,2018-01-10,train
ouqt,35.49,-79.0628250325036,2021-06-10,train
ours,35.903655370809,-79.1071111929152,2019-01-15,train
outz,37.8189,-121.358,2020-04-29,test
ouwt,41.32199,-98.90067,2017-07-26,test
ouyg,35.6423130787408,-79.2818666127984,2020-08-13,train
ovnc,35.6584149627528,-79.2519591074772,2021-10-12,train
ovpg,35.07412,-97.74789,2017-09-06,train
ovqc,41.84006,-75.36517,2017-08-22,test
ovtl,35.689474299351,-79.1942697542377,2019-11-14,train
owei,35.6739313237098,-79.223139147804,2020-12-10,train
owom,35.44,-78.8655090643,2019-07-17,train
owri,42.027378,-78.967089,2017-09-18,train
oxan,39.7469388888889,-87.0759805555555,2021-07-12,train
oxkg,37.8817,-121.249,2018-06-19,train
oxmq,35.6795204074165,-79.2127580302545,2017-11-15,train
oxoo,39.09447,-96.90462,2017-09-05,train
oxwb,38.7819903391667,-85.6982861111111,2019-07-22,train
oxwt,38.7819903391667,-85.6982861111111,2019-05-14,train
oxzm,38.6990866978963,-75.1124216636022,2018-08-06,train
oyai,37.8717,-121.526,2019-02-05,train
oyal,35.8856735626594,-78.9631938755611,2018-05-09,train
oyek,35.34,-79.0461658105313,2021-09-09,train
oyen,37.2486,-120.851,2019-06-11,train
oyjt,36.03,-78.6905215143564,2020-11-17,train
oyow,35.9038417107899,-79.1086025640795,2019-02-19,train
oypv,37.9718,-121.374,2019-12-03,train
oysx,37.8717,-121.526,2021-05-19,train
oytc,43.89,-82.056667,2019-08-06,test
oyvf,35.6662929093108,-79.2373266751217,2017-06-21,train
oyxb,40.38412,-76.04043,2021-08-30,test
oyyt,39.0803190688889,-86.4308666666667,2020-07-13,train
oyyv,37.5582,-121.164,2020-06-09,test
ozde,37.6003,-121.224,2018-03-02,test
ozne,35.51,-79.095995174769,2017-09-28,train
ozvz,43.466667,-82.0,2019-04-18,test
ozyl,38.7078250249227,-75.0808666706085,2017-07-10,train
pahc,35.65,-78.6823189729528,2021-05-18,train
pajo,35.48,-79.0586725854838,2021-07-07,train
papg,35.57,-78.9425632411217,2018-07-16,train
pawt,35.74,-79.02,2018-10-18,train
payq,36.06,-78.76,2019-12-10,train
pbby,35.7260961049719,-79.1262487173419,2019-09-17,train
pbhm,38.7078250249227,-75.0808666706085,2017-06-05,train
pbug,35.98,-78.8210164912319,2020-06-01,train
pcaa,35.98,-78.814802444714,2019-12-10,train
pcbo,35.6865466840763,-79.1997074824779,2021-11-08,test
pcev,36.06,-78.68,2020-08-18,train
pcfu,36.03,-78.6962384371529,2021-05-26,train
pcpj,38.38889,-97.09306,2017-07-24,train
pcvq,40.7201033333333,-85.1058325,2020-08-03,train
pcwn,35.8708284775202,-78.8443813061392,2018-07-11,test
pdba,35.6488869057672,-79.2696564412044,2017-03-21,train
pddo,35.6781098291476,-79.2153780265884,2018-10-18,test
pddy,38.31806,-96.99139,2019-09-16,train
pdfq,38.7819903391667,-85.6982861111111,2020-07-28,train
pdgd,35.51,-79.0972804559894,2018-07-19,train
pdpq,35.8760149403199,-78.8858911368786,2021-06-17,train
pede,35.9077859070507,-79.1401699203903,2020-09-24,test
pefn,36.03,-78.72,2019-07-01,train
pegs,38.7605000178019,-75.2028333346049,2017-09-13,train
peib,41.512172,-73.476168,2018-07-10,train
pfei,35.6780832144633,-79.2154274604815,2018-10-18,train
pfko,36.03,-78.6853017152814,2020-07-22,train
pgco,35.59,-78.9460431071717,2019-06-01,train
pgjr,35.8693377576736,-78.8324503368248,2017-07-20,train
pgoi,37.2616,-120.906,2020-09-08,train
pgpi,35.6880903357665,-79.1968403166786,2020-10-22,train
pgrp,35.79,-79.0288639479488,2019-04-10,test
pgwd,36.06,-78.76,2020-10-13,train
phbh,41.843527,-78.957332,2017-06-15,train
phdu,35.51,-79.0964895136999,2018-04-11,train
phkn,41.512172,-73.476168,2017-08-31,train
phuj,35.2,-79.1049921433119,2018-06-26,train
phxp,35.6767524802474,-79.2178991551361,2019-07-02,train
pijy,42.72963,-93.41735,2017-08-02,train
pimy,41.55087787,-86.3616260258333,2020-07-20,test
pinh,38.36472,-97.10194,2017-06-26,test
piyx,37.4583,-120.967,2019-08-13,train
pjed,35.691816391571,-79.1899195716455,2018-05-09,train
pjjp,37.4419,-121.003,2021-03-10,test
pjkx,35.9087486636183,-79.1478753380725,2021-05-24,train
pjnw,39.4159,-99.43133,2017-07-24,train
pjtd,38.814,-86.0806397222222,2019-07-08,test
pjuq,35.84,-79.0601556022766,2020-07-10,train
pjyj,38.7819903391667,-85.6982861111111,2020-05-19,train
pkdh,32.3514,-93.7702,2017-07-26,train
pkds,36.03,-78.7044409785565,2021-10-27,test
pkgh,45.278333,-82.451667,2019-08-05,test
pkjb,35.51,-79.0972310220963,2018-07-19,train
pkwj,35.44,-78.8662547498821,2019-09-17,train
plhf,37.3583,-121.067,2017-01-10,test
plig,35.79,-79.0304458325278,2019-10-17,train
plii,35.9008913277601,-79.0849891873115,2017-08-16,train
plim,36.15,-79.0423594007632,2019-06-20,train
pliy,37.2486,-120.851,2020-02-11,train
plwo,35.6749160670295,-79.2213100937595,2020-06-10,train
plzy,37.2486,-120.851,2019-02-14,train
pmir,39.81293,-77.18881,2020-09-10,test
pmkn,35.8719775740687,-78.8535780949856,2019-04-10,train
pmms,34.90176,-90.05828,2017-08-24,test
pmwk,35.8924128586325,-79.0171317993363,2021-07-12,train
pmzb,35.6793873339949,-79.2130051997199,2017-12-06,train
pmzj,45.136667,-82.983333,2019-08-05,test
pnfk,32.08996,-95.89431,2017-08-09,train
pnfs,36.06,-78.76,2018-12-17,train
pnkk,37.9792,-121.57,2017-01-05,train
pnnu,35.79,-79.0344499778683,2020-10-22,train
pnof,40.7201033333333,-85.1058325,2021-08-17,train
pnoo,39.4159,-99.43133,2017-09-05,train
pnov,36.06,-78.76,2017-10-23,train
pnpl,35.6450277765412,-79.2768243557029,2019-06-11,train
pnqk,41.84017,-78.99322,2019-04-16,test
pnqr,35.6648291016733,-79.2400455392418,2018-04-11,train
pnrj,35.8843381261301,-78.9525057155503,2017-08-16,train
pnrp,35.9096493068589,-79.1550836320332,2021-10-12,train
pntd,39.077955,-96.88081,2019-10-28,test
pnwy,41.7098691666667,-85.0363,2021-05-24,train
pnyi,39.7469388888889,-87.0759805555555,2017-08-22,train
poji,35.6421800053192,-79.2821137822639,2020-09-24,train
porl,36.04,-79.0901125414909,2018-09-11,train
powf,39.40763,-99.44667,2017-06-26,test
poxy,43.89,-82.056667,2017-08-10,test
pozq,37.5394,-121.122,2017-08-08,train
ppbp,40.073179,-76.894562,2018-07-16,test
ppel,37.7705,-121.292,2020-03-17,test
ppkd,37.9495,-121.182,2020-07-22,train
ppmh,38.720200030009,-75.0800833304723,2018-08-22,train
ppnq,39.40763,-99.44667,2019-06-24,test
pptw,36.06,-78.76,2018-11-29,train
ppvo,37.4125,-120.759,2017-09-12,train
ppzi,35.79,-79.0215971656641,2017-02-14,test
pqbm,36.14,-79.0694986080712,2021-06-23,test
pqem,35.79,-79.033757903365,2020-08-13,test
pqfr,37.1145,-120.89,2018-02-13,train
pqnn,38.7891000111898,-75.1654833316803,2020-06-23,train
pqsc,36.03,-78.6768506120171,2020-01-28,train
pqsp,37.4583,-120.967,2020-09-08,train
prft,37.1145,-120.89,2019-03-12,train
prkc,38.133,-121.522,2017-03-21,train
prof,42.056766,-78.879216,2019-06-19,test
prps,37.8717,-121.526,2018-02-20,train
prqz,39.16522,-96.91105,2017-07-10,train
prsu,37.4583,-120.967,2020-08-11,train
pruh,36.03,-79.0908540498873,2018-07-17,train
psfk,37.3906,-120.958,2019-11-12,train
psfy,38.7686666488647,-75.3178833325704,2020-07-15,train
pshh,35.79,-79.0228824468845,2017-07-20,test
pskh,41.697709,-73.28029,2018-08-14,test
psrl,35.46,-78.870728863375,2019-09-17,train
psst,38.307,-121.794,2018-06-19,test
pssz,35.8857046193228,-78.9634424374218,2018-05-09,train
pszf,35.7130549096563,-79.1504713249574,2021-05-18,test
ptop,39.4159,-99.43133,2017-09-18,train
ptou,35.6807180682107,-79.2105335050653,2017-03-21,train
ptro,43.503333,-79.353333,2018-08-14,train
ptxi,37.9631,-101.75919,2017-07-10,test
pubm,43.3619,-78.7294,2018-04-10,test
pufx,35.6790945724674,-79.213548972544,2018-03-22,train
puja,38.38889,-97.09306,2019-06-17,train
pukk,35.8853940526881,-78.9609568188146,2018-03-22,train
puoa,40.7201033333333,-85.1058325,2019-06-17,train
puxz,35.8889345123238,-78.9892928709361,2019-10-17,train
pvdc,35.8915743287188,-79.0104206290969,2020-12-10,train
pvfa,38.720200030009,-75.0800833304723,2017-06-26,train
pvff,35.6731861125489,-79.2245232968106,2021-06-17,train
pviu,35.98,-78.7931775628318,2018-07-26,train
pvmk,41.7098691666667,-85.0363,2019-05-20,train
pvsk,40.7201033333333,-85.1058325,2021-08-30,train
pvvh,35.6868128309194,-79.199213143547,2021-09-09,train
pvxx,37.78239812,-97.53105031,2018-06-25,test
pwdo,37.8717,-121.526,2018-10-16,train
pwpv,35.8839033328415,-78.9490258495003,2017-06-21,train
pwsx,41.702596,-85.022696,2018-05-21,test
pwvw,38.7686666488647,-75.3178833325704,2020-06-24,train
pwxg,39.0803190688889,-86.4308666666667,2018-07-09,train
pwyj,36.03,-78.6999668650636,2021-07-22,train
pwyk,38.307,-121.794,2021-02-22,test
pxbd,35.9016366876834,-79.0909546719687,2017-11-15,train
pxix,37.3167,-122.102,2020-02-18,train
pxkp,42.038186,-78.908886,2018-08-24,test
pxul,37.9674,-121.464,2020-04-29,train
pxxh,45.136667,-82.983333,2018-04-03,test
pydv,37.5582,-121.164,2021-03-19,test
pyev,38.7686666488647,-75.3178833325704,2018-06-27,train
pygv,41.512172,-73.476168,2017-07-20,train
pykd,36.03,-78.7069265971636,2021-12-14,train
pyny,35.76,-79.0811650068411,2020-07-14,train
pyqt,35.74,-79.0781001054693,2017-06-20,train
pyqz,35.6395983809404,-79.2869088698939,2017-11-15,train
pyse,36.04,-79.0892227314153,2018-05-03,train
pytb,37.5394,-121.122,2017-04-11,train
pzii,35.7021428890862,-79.1707392211255,2018-08-09,train
pzsw,35.6774444620397,-79.2166138739157,2019-03-27,train
pzys,36.06,-78.76,2018-03-28,train
qaes,37.8817,-121.249,2021-06-09,train
qalm,43.596667,-78.801667,2018-08-14,test
qaln,35.8,-79.0403326111463,2017-10-18,train
qamb,41.7098691666667,-85.0363,2021-07-19,train
qaqf,35.8875369624676,-78.978107587204,2019-04-10,train
qasb,35.6736917915509,-79.2235840528418,2021-04-28,test
qatm,38.307,-121.794,2019-03-19,test
qbkp,37.3906,-120.958,2020-07-14,train
qbnq,35.7248984441776,-79.128473242531,2018-07-11,train
qboi,39.3992,-99.42481,2021-06-28,test
qbua,37.2639,-120.906,2018-11-28,train
qbvc,39.40763,-99.44667,2017-07-31,test
qcig,37.1145,-120.89,2017-01-10,train
qcpa,37.2616,-120.906,2017-09-12,train
qcxj,39.7469388888889,-87.0759805555555,2021-08-09,train
qdfw,40.7201033333333,-85.1058325,2021-07-19,train
qdij,37.2486,-120.851,2017-10-10,train
qdji,35.8,-79.0404314789325,2017-10-18,train
qdoc,37.5582,-121.164,2018-06-12,test
qdqp,38.4140402777778,-86.6678775,2021-05-24,train
qdxf,35.6724409013881,-79.2259074458172,2021-11-08,train
qdxv,36.06,-78.76,2020-01-28,train
qdyu,41.702596,-85.022696,2020-08-03,test
qeij,35.79,-79.03271979161,2020-05-18,train
qels,36.06,-78.68,2020-06-01,train
qeth,37.5394,-121.122,2019-02-14,train
qeur,42.383333,-87.0,2018-03-28,test
qfei,44.14,-87.233333,2018-03-30,test
qfkh,37.1145,-120.89,2019-01-17,train
qfme,38.36472,-97.10194,2021-07-26,test
qfnl,39.09447,-96.90462,2017-07-17,train
qfqz,35.6749692963982,-79.2212112259734,2020-06-10,train
qfrx,37.4106,-122.069,2019-07-23,test
qfyw,35.67,-79.0495767491547,2020-06-03,train
qgaw,35.79,-79.0283201751248,2019-01-15,train
qgea,37.3978,-120.96,2020-12-08,train
qgni,35.68,-79.1080076107906,2017-06-08,train
qgnt,41.424144,-73.206937,2018-07-30,train
qgok,35.8925991986134,-79.0186231705006,2021-08-05,test
qgtf,39.81215,-76.0313,2018-08-01,test
qhfz,35.6727602775999,-79.2253142391001,2021-09-09,train
qhga,37.2616,-120.906,2020-01-17,train
qhir,35.68,-79.1085513836146,2017-09-13,train
qhlg,37.6106,-121.229,2021-07-14,test
qhnz,35.6612893486591,-79.2466202470231,2020-02-03,train
qhta,35.34,-79.0462152444244,2021-09-09,train
qhtg,39.81215,-76.0313,2021-07-22,test
qhwk,40.03305,-75.85817,2018-11-08,test
qhyr,41.922276,-78.946581,2017-08-15,test
qiez,37.5368,-121.049,2021-01-29,train
qigl,35.8741204838482,-78.870728863375,2020-06-10,train
qigt,36.06,-78.76,2017-06-15,train
qiog,35.9006739311158,-79.0832492542865,2017-07-20,train
qipd,35.6770718564593,-79.217305948419,2019-05-16,train
qius,38.7686666488647,-75.3178833325704,2019-08-21,train
qiyd,41.512172,-73.476168,2019-07-16,train
qjeh,35.44,-78.8752029768678,2019-08-14,train
qjlk,37.7705,-121.292,2018-05-15,test
qjrc,35.8761391669738,-78.8868853843215,2021-07-12,test
qjsq,37.14307,-95.28904,2021-07-12,train
qjyb,39.40763,-99.44667,2017-08-21,test
qkcm,37.6003,-121.224,2017-01-10,test
qkmu,35.6654944687813,-79.2388096919144,2017-09-20,train
qknm,37.7705,-121.292,2019-09-17,test
qlbb,37.2639,-120.906,2019-09-23,train
qlbj,35.79,-79.0277764023008,2018-11-07,train
qlbq,41.0491,-121.762,2018-03-20,train
qlhd,37.7705,-121.292,2018-04-10,test
qlqw,36.16,-79.1003453573612,2020-09-28,train
qluh,35.98,-78.8160452540176,2020-01-28,train
qlyj,38.814,-86.0806397222222,2021-05-17,test
qmcb,41.58833,-75.3275,2019-08-15,test
qmcz,35.6893678406138,-79.1944674898101,2020-01-09,train
qmdp,35.8705179108855,-78.841895687532,2018-05-09,train
qmpd,37.8189,-121.358,2019-11-19,test
qmpu,35.6475029421827,-79.2722270036453,2018-01-10,train
qmsk,37.9674,-121.464,2017-12-12,train
qmst,36.16,-79.0984174355305,2020-07-21,train
qmui,36.03,-78.6912671999386,2020-12-09,test
qmvm,38.7819903391667,-85.6982861111111,2021-06-15,train
qmzg,35.98,-78.7919347535282,2018-06-27,train
qnar,38.7701833089193,-75.1624166647593,2017-08-22,train
qnfv,36.17,-79.071525397688,2018-05-31,test
qnkx,42.027378,-78.967089,2018-10-09,train
qnuo,36.03,-78.72,2018-04-25,train
qnxf,35.61,-78.9977439742005,2021-05-18,train
qodv,38.7605000178019,-75.2028333346049,2018-08-22,train
qofo,40.06931,-76.89688,2019-04-23,test
qohn,37.5394,-121.122,2021-01-29,train
qoih,39.7469388888889,-87.0759805555555,2021-06-28,train
qokq,37.2583,-120.475,2021-06-16,train
qotj,37.4583,-120.967,2021-03-10,train
qotk,36.03,-78.6897758287743,2020-10-13,train
qouk,37.8817,-121.249,2017-10-17,train
qovm,35.9079722470315,-79.1416612915546,2020-10-22,train
qowu,35.9052703173095,-79.1200364096724,2019-09-04,train
qpao,38.7605000178019,-75.2028333346049,2020-12-09,train
qpen,36.12,-78.9124872559751,2018-05-21,train
qpjw,41.707665,-73.382964,2019-07-23,train
qpkw,40.4189,-122.214,2019-05-22,train
qpot,42.056766,-78.879216,2018-08-24,test
qppv,41.3305639294444,-85.3836083333333,2020-08-17,train
qpqb,37.2486,-120.851,2020-04-14,train
qpsl,41.7098691666667,-85.0363,2021-06-21,train
qpsz,39.4159,-99.43133,2018-07-09,train
